Secret codes for all landscapes in The Sentinel (aka The Sentry)

Generated by: https://github.com/simonowen/sentcode

+------+----------+----------+----------+----------+----------+
| Land | BBC/C64  |   CPC    | Spectrum |  PC/ST   |  Amiga   |
| 4454 | 06989468 | 55730728 | 58431618 | 44884494 | 48676646 |
| 4455 | 28795154 | 49646889 | 66888439 | 59049999 | 77276199 |
| 4456 | 95951860 | 79979157 | 30789567 | 31496448 | 15374387 |
| 4457 | 55608359 | 54264146 | 12933710 | 07769754 | 95876231 |
| 4458 | 54903528 | 89874488 | 57839647 | 28470047 | 72774059 |
| 4459 | 17769917 | 75993490 | 80068774 | 52252659 | 64666926 |
| 4460 | 75967875 | 13761843 | 28154354 | 28967591 | 47276754 |
| 4461 | 01448828 | 65516435 | 50759979 | 72988580 | 74699163 |
| 4462 | 25999703 | 68596566 | 46063990 | 35099204 | 92979278 |
| 4463 | 48404541 | 63491758 | 24210349 | 98947695 | 79867875 |
| 4464 | 86166186 | 34475884 | 09424487 | 71886834 | 01476757 |
| 4465 | 60602149 | 86506895 | 29225459 | 45513755 | 38786730 |
| 4466 | 08925288 | 87618596 | 98162888 | 65450467 | 15775866 |
| 4467 | 83657044 | 97901991 | 63585958 | 37283886 | 46293580 |
| 4468 | 59554838 | 51289318 | 84640241 | 79500850 | 94597419 |
| 4469 | 33006777 | 74603554 | 30867043 | 35669684 | 44041549 |
| 4470 | 97549410 | 85490247 | 66469466 | 44295876 | 36697109 |
| 4471 | 54545495 | 55729924 | 14244895 | 63818634 | 18327454 |
| 4472 | 99307978 | 84697751 | 78178803 | 47844188 | 44583296 |
| 4473 | 36297563 | 75769246 | 74246547 | 84788656 | 09449476 |
| 4474 | 44992371 | 66799794 | 65619445 | 59398690 | 37676058 |
| 4475 | 30145645 | 68542047 | 42436591 | 46850992 | 66798017 |
| 4476 | 26405267 | 87044852 | 47095429 | 07752872 | 72676282 |
| 4477 | 25790703 | 76163374 | 95709423 | 73846214 | 84866669 |
| 4478 | 44441895 | 67559558 | 72230256 | 54659946 | 09865719 |
| 4479 | 19168359 | 06676500 | 67683587 | 00535497 | 24245764 |
| 4480 | 38947543 | 75544566 | 98161556 | 07338846 | 77899855 |
| 4481 | 74788965 | 22274551 | 07546411 | 40977495 | 64402102 |
| 4482 | 16710478 | 62706777 | 86404637 | 81658629 | 10830586 |
| 4483 | 34062068 | 54119999 | 48731686 | 76569765 | 78250248 |
| 4484 | 61377689 | 23804598 | 47566587 | 84857555 | 64467784 |
| 4485 | 24958058 | 78549581 | 75205675 | 91614866 | 71597740 |
| 4486 | 85757036 | 89534404 | 97672764 | 34298958 | 55727963 |
| 4487 | 46269895 | 80015020 | 76764748 | 13697922 | 48908116 |
| 4488 | 35744769 | 54579890 | 24654263 | 75538885 | 99691939 |
| 4489 | 94508071 | 05405254 | 57358870 | 96546560 | 56636447 |
| 4490 | 99500257 | 53519647 | 64788640 | 48886328 | 67748148 |
| 4491 | 89996955 | 86055895 | 90751504 | 32179065 | 89975769 |
| 4492 | 28475189 | 30545579 | 22489506 | 76566444 | 25297095 |
| 4493 | 32947836 | 90976937 | 98437470 | 61378937 | 79271259 |
| 4494 | 25957019 | 25178942 | 99736506 | 99627488 | 50485344 |
| 4495 | 81824781 | 24517045 | 94489466 | 70436315 | 18721651 |
| 4496 | 05919692 | 66954217 | 65686068 | 27897844 | 44478687 |
| 4497 | 83450432 | 44487913 | 24223678 | 86522142 | 69744885 |
| 4498 | 63538649 | 77477914 | 66453393 | 91684868 | 81988688 |
| 4499 | 71856859 | 49852736 | 97936814 | 37947148 | 94988854 |
| 4500 | 89984789 | 06990668 | 00055975 | 67854086 | 18328554 |
| 4501 | 77678144 | 20345251 | 79614082 | 85556492 | 83704148 |
| 4502 | 54471350 | 46467452 | 34089880 | 87825163 | 57436877 |
| 4503 | 58717897 | 53863225 | 18855450 | 63686297 | 84590894 |
| 4504 | 02794612 | 74382089 | 65449792 | 99878759 | 44477808 |
| 4505 | 64560791 | 38761956 | 44097468 | 89476665 | 60414145 |
| 4506 | 99425580 | 62639747 | 92289238 | 62734245 | 59457975 |
| 4507 | 06528917 | 85987787 | 06322676 | 35635032 | 62344415 |
| 4508 | 76345657 | 97499985 | 07857173 | 45661599 | 34925639 |
| 4509 | 47244471 | 13428073 | 28832811 | 37851854 | 02284704 |
| 4510 | 94838578 | 67843487 | 19764606 | 59655976 | 99018694 |
| 4511 | 45584565 | 76484326 | 68647641 | 88045457 | 84977651 |
| 4512 | 81041985 | 17914767 | 89481798 | 54674823 | 99915805 |
| 4513 | 62131887 | 66457759 | 67450770 | 79047856 | 45423094 |
| 4514 | 58859834 | 67678900 | 85893750 | 58504968 | 87648554 |
| 4515 | 84513177 | 44995998 | 03035866 | 67218637 | 51217636 |
| 4516 | 64177490 | 73705639 | 86398525 | 74708736 | 85129947 |
| 4517 | 50037312 | 84151464 | 31896545 | 23686264 | 49536364 |
| 4518 | 97395044 | 29441749 | 24089774 | 42240845 | 13448977 |
| 4519 | 55460777 | 92959092 | 41540587 | 47634849 | 68554674 |
| 4520 | 44847859 | 38954904 | 39756915 | 36647947 | 92452569 |
| 4521 | 29447683 | 87651648 | 88584959 | 07789561 | 97579027 |
| 4522 | 97543960 | 67293025 | 57883159 | 54953959 | 97980683 |
| 4523 | 88882401 | 18523852 | 27318188 | 98777613 | 49814513 |
| 4524 | 17769597 | 79638465 | 39690946 | 86004556 | 17517481 |
| 4525 | 89687927 | 85673200 | 84795767 | 95793492 | 21415859 |
| 4526 | 65955159 | 44779984 | 84647242 | 28564548 | 57454132 |
| 4527 | 04664165 | 71885961 | 10811699 | 74915949 | 31534640 |
| 4528 | 59875957 | 67979264 | 97760946 | 06577283 | 85669799 |
| 4529 | 54196220 | 93429673 | 09808796 | 81589774 | 57415676 |
| 4530 | 51057971 | 98876725 | 87245450 | 84578296 | 28999314 |
| 4531 | 51254786 | 55897897 | 39425367 | 94584549 | 99558561 |
| 4532 | 61805845 | 38443949 | 04266986 | 04994475 | 55989124 |
| 4533 | 86847459 | 95157265 | 97246899 | 04769450 | 89945167 |
| 4534 | 69199030 | 49064643 | 63962980 | 70395859 | 30002706 |
| 4535 | 78090356 | 66183036 | 04033531 | 14802223 | 67544084 |
| 4536 | 54253292 | 65959536 | 91457396 | 97893897 | 23409978 |
| 4537 | 73098355 | 34949874 | 98679858 | 76706573 | 56354955 |
| 4538 | 34684416 | 17991735 | 63149007 | 93646325 | 20057203 |
| 4539 | 75598074 | 50558536 | 40768575 | 75655457 | 23537968 |
| 4540 | 76685567 | 63132740 | 26454820 | 09887045 | 62786996 |
| 4541 | 28654400 | 46217762 | 57785715 | 74169939 | 46912536 |
| 4542 | 78987394 | 68187846 | 12966958 | 16433134 | 94098849 |
| 4543 | 89079410 | 78264346 | 78103883 | 98497842 | 82418388 |
| 4544 | 55028559 | 69491073 | 96997456 | 05969287 | 88814102 |
| 4545 | 60449759 | 17871260 | 77929625 | 82082449 | 88865667 |
| 4546 | 59883964 | 97766946 | 78496948 | 66570703 | 31994288 |
| 4547 | 68358701 | 18794758 | 69438514 | 25349520 | 47864897 |
| 4548 | 57417487 | 99325634 | 45174975 | 78072584 | 78234669 |
| 4549 | 98485708 | 62789730 | 60958818 | 49844756 | 08114395 |
| 4550 | 06915676 | 46858627 | 35378907 | 86104467 | 80288627 |
| 4551 | 47905625 | 63672704 | 95646710 | 71051946 | 88785892 |
| 4552 | 12778019 | 65840824 | 89696504 | 75875887 | 15346286 |
| 4553 | 91814784 | 98339584 | 84737686 | 84715449 | 54886968 |
| 4554 | 15860664 | 77538982 | 18533660 | 31367448 | 89809210 |
| 4555 | 66921994 | 67421425 | 80789498 | 80937996 | 39078191 |
| 4556 | 13782676 | 63418734 | 48836714 | 81463982 | 52844665 |
| 4557 | 54084729 | 34589884 | 75655676 | 27880943 | 08569538 |
| 4558 | 98171393 | 81568078 | 12488974 | 78442464 | 90597957 |
| 4559 | 67498677 | 57956833 | 95687992 | 87804978 | 49853874 |
| 4560 | 34586155 | 44407034 | 67286674 | 49816724 | 56873224 |
| 4561 | 56093623 | 04770558 | 51877758 | 30448954 | 94272980 |
| 4562 | 83888234 | 82494920 | 65850634 | 37987462 | 16656746 |
| 4563 | 46195129 | 69715547 | 77594404 | 26736487 | 86253785 |
| 4564 | 48298488 | 64465192 | 71583695 | 27831160 | 46636545 |
| 4565 | 81114489 | 69935428 | 93896456 | 88294409 | 98847406 |
| 4566 | 77316758 | 87695545 | 66612447 | 75886471 | 34548914 |
| 4567 | 61540278 | 68353346 | 32723464 | 24694079 | 48572559 |
| 4568 | 76547809 | 55434633 | 49148666 | 02495335 | 04339076 |
| 4569 | 10977612 | 06988877 | 94043446 | 52533142 | 36952750 |
| 4570 | 45769765 | 46129940 | 98204549 | 77180648 | 68738938 |
| 4571 | 05052508 | 82301963 | 54827528 | 91268785 | 67829091 |
| 4572 | 84537868 | 96064445 | 56894597 | 08740750 | 86672649 |
| 4573 | 96268523 | 75388999 | 44858284 | 74857484 | 36544775 |
| 4574 | 70858962 | 46478422 | 61568789 | 89578675 | 22144135 |
| 4575 | 68559604 | 76756810 | 84007996 | 65141985 | 77993447 |
| 4576 | 55640985 | 75668772 | 92573598 | 21188004 | 41121307 |
| 4577 | 69634765 | 93360868 | 18677978 | 12559127 | 71700763 |
| 4578 | 84679652 | 89088144 | 17142334 | 97156949 | 73177227 |
| 4579 | 57452854 | 40184415 | 85159758 | 84422457 | 33557887 |
| 4580 | 68805665 | 56564865 | 51049666 | 70610596 | 59743645 |
| 4581 | 40887776 | 65796440 | 81981705 | 18665169 | 38465148 |
| 4582 | 55679850 | 84369615 | 64860989 | 17829333 | 85671737 |
| 4583 | 66544884 | 79414872 | 91164993 | 52447228 | 74977374 |
| 4584 | 71757568 | 00474097 | 79255094 | 09785352 | 86762418 |
| 4585 | 55666946 | 59257459 | 47274569 | 83409605 | 78284460 |
| 4586 | 61533319 | 29464789 | 64503697 | 84888455 | 71181808 |
| 4587 | 88788586 | 13176094 | 15419778 | 54945072 | 49650797 |
| 4588 | 18089528 | 59397109 | 43949075 | 59465383 | 72749690 |
| 4589 | 48928746 | 42245760 | 67749749 | 64270744 | 43988469 |
| 4590 | 09696636 | 87194856 | 89317090 | 57754498 | 93153526 |
| 4591 | 02687119 | 80974864 | 74842512 | 58478850 | 83980760 |
| 4592 | 01919672 | 44864977 | 48820268 | 13230575 | 64585017 |
| 4593 | 43540346 | 77060375 | 77897877 | 15716528 | 59749420 |
| 4594 | 69359324 | 86954794 | 91590512 | 75265849 | 70217825 |
| 4595 | 78669379 | 43344341 | 18933842 | 64965268 | 94993759 |
| 4596 | 58806845 | 09449406 | 53704784 | 68479986 | 79410937 |
| 4597 | 97808967 | 63499753 | 52141667 | 09992794 | 88044382 |
| 4598 | 14575700 | 73694653 | 75437595 | 67093435 | 07875455 |
| 4599 | 96372639 | 94116459 | 49265679 | 95986886 | 44250569 |
| 4600 | 95686293 | 55841142 | 39678552 | 97715837 | 47594827 |
| 4601 | 67680625 | 59447937 | 40236258 | 75361985 | 94696563 |
| 4602 | 66699573 | 54694759 | 05886488 | 90492339 | 89568720 |
| 4603 | 59693845 | 85802728 | 94825476 | 17845128 | 97950145 |
| 4604 | 54167593 | 87457889 | 70857395 | 08479314 | 00483548 |
| 4605 | 53873942 | 14736458 | 69686478 | 57653189 | 75645070 |
| 4606 | 44648517 | 22710507 | 38998644 | 28934267 | 99745287 |
| 4607 | 75189833 | 44576163 | 58614449 | 12741749 | 22495765 |
| 4608 | 89551317 | 46939618 | 58236475 | 08919468 | 03968763 |
| 4609 | 64647010 | 96977601 | 24467947 | 67543073 | 20674764 |
| 4610 | 98526778 | 03659974 | 15746853 | 86093518 | 66574635 |
| 4611 | 75871968 | 67354451 | 06244897 | 98694869 | 80719476 |
| 4612 | 20855528 | 75974441 | 85945737 | 49249442 | 10083809 |
| 4613 | 17931851 | 29053562 | 77486859 | 62572456 | 14488606 |
| 4614 | 62622549 | 05474759 | 80498951 | 39928376 | 96864084 |
| 4615 | 37549543 | 09744758 | 65437046 | 35575674 | 86755451 |
| 4616 | 39227055 | 08587601 | 97964569 | 63288856 | 27799106 |
| 4617 | 89158954 | 24456026 | 41728569 | 78675550 | 59754949 |
| 4618 | 41971494 | 57707755 | 94043449 | 94822157 | 52545892 |
| 4619 | 56613058 | 59424987 | 97064994 | 95196728 | 89645936 |
| 4620 | 64767859 | 30892312 | 68378877 | 26564405 | 39719983 |
| 4621 | 98038742 | 66953997 | 69576151 | 89659811 | 82102936 |
| 4622 | 78412819 | 45892656 | 66021779 | 87848552 | 62116839 |
| 4623 | 49484055 | 54958125 | 82747426 | 89787065 | 27886594 |
| 4624 | 09861754 | 75965452 | 09891958 | 08598763 | 85847438 |
| 4625 | 93655296 | 63689542 | 06911365 | 89754514 | 82965858 |
| 4626 | 93556525 | 71899571 | 77738146 | 82838944 | 56763854 |
| 4627 | 65580066 | 98755727 | 75926734 | 84927954 | 42927276 |
| 4628 | 12022025 | 58798975 | 08566851 | 76646379 | 48476647 |
| 4629 | 52243224 | 34643625 | 94451924 | 46157166 | 44969879 |
| 4630 | 18724178 | 01601876 | 89136649 | 40647339 | 52289402 |
| 4631 | 55625640 | 40943237 | 36854780 | 46875762 | 76445824 |
| 4632 | 78959476 | 79509987 | 02922978 | 97654875 | 77837837 |
| 4633 | 83553376 | 05483238 | 22398185 | 42887543 | 95740463 |
| 4634 | 72659718 | 89586746 | 88259252 | 02526465 | 83035133 |
| 4635 | 59576840 | 37987580 | 55829434 | 66888176 | 70585454 |
| 4636 | 51377688 | 75969964 | 72153977 | 93732476 | 93131724 |
| 4637 | 41559086 | 26499658 | 69850721 | 61983977 | 66975758 |
| 4638 | 44944633 | 77099129 | 20432748 | 41525477 | 22953871 |
| 4639 | 17139658 | 34589909 | 58602699 | 69906250 | 96720719 |
| 4640 | 96658993 | 79108169 | 59616671 | 87223982 | 99186783 |
| 4641 | 57573246 | 75371068 | 44779418 | 59967949 | 49789588 |
| 4642 | 75905846 | 67124010 | 00799414 | 44289957 | 75349189 |
| 4643 | 22224690 | 72682660 | 44178750 | 90566058 | 56468461 |
| 4644 | 54891054 | 74709495 | 49649718 | 48709644 | 48348575 |
| 4645 | 37559746 | 23797590 | 80656766 | 42462988 | 96689649 |
| 4646 | 67794128 | 95947443 | 49040559 | 74109573 | 77941884 |
| 4647 | 14796459 | 54876853 | 60999751 | 92686298 | 95447912 |
| 4648 | 49948834 | 47602926 | 28054977 | 49096958 | 47840656 |
| 4649 | 78057895 | 31371328 | 57883976 | 87678556 | 97676250 |
| 4650 | 02269781 | 40491478 | 63380895 | 26919774 | 42712195 |
| 4651 | 73973518 | 86815678 | 28145665 | 84521718 | 78744650 |
| 4652 | 94256879 | 64723646 | 57882408 | 31137950 | 77506989 |
| 4653 | 24384269 | 17593724 | 85378256 | 97236454 | 07781807 |
| 4654 | 87471637 | 51758790 | 68469723 | 92588747 | 57915621 |
| 4655 | 97865563 | 06972859 | 76442584 | 42865583 | 30115718 |
| 4656 | 57689681 | 90092799 | 97781648 | 69456500 | 75258078 |
| 4657 | 38526810 | 93477081 | 24345454 | 46858952 | 63559289 |
| 4658 | 85656147 | 91711999 | 68646872 | 25485793 | 72560396 |
| 4659 | 36996140 | 65759348 | 98252479 | 15807818 | 99833777 |
| 4660 | 91547661 | 87181855 | 76865615 | 76141603 | 49786681 |
| 4661 | 83571518 | 70747537 | 03508505 | 54187657 | 64869524 |
| 4662 | 87462494 | 01522864 | 48214748 | 00278513 | 46830489 |
| 4663 | 75591995 | 27934128 | 02577409 | 86496747 | 56465960 |
| 4664 | 49975466 | 53698489 | 84543270 | 57674349 | 49649398 |
| 4665 | 84736824 | 54697993 | 62899826 | 29328018 | 44721497 |
| 4666 | 69667796 | 94978364 | 22401635 | 53777424 | 54647821 |
| 4667 | 57727435 | 69757525 | 91359741 | 86875599 | 61389528 |
| 4668 | 84408775 | 59563695 | 97806706 | 42715364 | 26988650 |
| 4669 | 96247537 | 08846497 | 74885890 | 72471287 | 13556388 |
| 4670 | 49155454 | 49978526 | 96547958 | 58579685 | 66505137 |
| 4671 | 94456177 | 68167842 | 82556747 | 47529548 | 37840539 |
| 4672 | 97051614 | 69494243 | 27778499 | 40209566 | 68674729 |
| 4673 | 74546847 | 94056297 | 48527945 | 05624196 | 79965905 |
| 4674 | 50864492 | 36837581 | 66664035 | 88305592 | 30818786 |
| 4675 | 99742497 | 51225385 | 48079865 | 95050858 | 27432470 |
| 4676 | 39558962 | 50384549 | 03675923 | 06020759 | 72067221 |
| 4677 | 85212712 | 86679889 | 53340673 | 84867345 | 50582750 |
| 4678 | 06857598 | 29466762 | 47756298 | 14895955 | 19710440 |
| 4679 | 46961682 | 93485005 | 69937181 | 36513938 | 15305669 |
| 4680 | 95778448 | 22894569 | 86579945 | 83015695 | 95842636 |
| 4681 | 78868366 | 97737684 | 94848841 | 05851838 | 87774942 |
| 4682 | 84974538 | 59634705 | 76978849 | 86756240 | 61059310 |
| 4683 | 60935267 | 57737058 | 57458854 | 64986825 | 52975178 |
| 4684 | 78393295 | 32294288 | 12311814 | 04594559 | 07654912 |
| 4685 | 48765569 | 54664892 | 05819828 | 49163267 | 79824716 |
| 4686 | 68536894 | 47104451 | 77973822 | 08394467 | 47273797 |
| 4687 | 02101079 | 17799988 | 17775141 | 60256760 | 97923944 |
| 4688 | 09561311 | 57516897 | 86897902 | 59991193 | 61177700 |
| 4689 | 91174596 | 54168789 | 68658552 | 95689678 | 09853515 |
| 4690 | 59508673 | 67285285 | 27787065 | 91778626 | 71908785 |
| 4691 | 99460656 | 78348818 | 42548587 | 26434459 | 77554467 |
| 4692 | 56247002 | 54881957 | 92689997 | 74293597 | 47236399 |
| 4693 | 77387251 | 23586519 | 24776557 | 87789445 | 28460747 |
| 4694 | 38458891 | 94535582 | 86295564 | 99678694 | 76528691 |
| 4695 | 55889476 | 02195146 | 94356746 | 93755479 | 25924444 |
| 4696 | 61684965 | 51270569 | 88515513 | 87918952 | 54868249 |
| 4697 | 81999428 | 77403876 | 59777917 | 46427844 | 97698515 |
| 4698 | 36427388 | 69484380 | 91436072 | 58376561 | 69432532 |
| 4699 | 81365434 | 77346139 | 79714551 | 47214589 | 55996827 |
| 4700 | 86833987 | 79549928 | 58748566 | 87685746 | 47417191 |
| 4701 | 24212692 | 67565498 | 56502784 | 84527869 | 05977843 |
| 4702 | 96967758 | 44804158 | 71062007 | 42689213 | 92396514 |
| 4703 | 69779758 | 99465589 | 81984891 | 27754442 | 73787087 |
| 4704 | 67443947 | 34976887 | 40772765 | 79005490 | 97149868 |
| 4705 | 58386471 | 16874733 | 58657377 | 54796196 | 89954404 |
| 4706 | 52059062 | 66904779 | 47965628 | 69835388 | 98972516 |
| 4707 | 93457668 | 68168362 | 42846731 | 79576968 | 62400983 |
| 4708 | 50377756 | 97989753 | 95354562 | 47974584 | 79767429 |
| 4709 | 17756704 | 34595679 | 83445845 | 45135956 | 36134679 |
| 4710 | 20188237 | 59882197 | 88095246 | 08691670 | 18950079 |
| 4711 | 98872518 | 38552498 | 60303546 | 58788347 | 28634982 |
| 4712 | 54847848 | 69912379 | 68460798 | 95881937 | 98922612 |
| 4713 | 06858664 | 12994825 | 57656915 | 89540556 | 54913772 |
| 4714 | 44535324 | 18690813 | 48057804 | 82479506 | 15660272 |
| 4715 | 67758844 | 78024199 | 23669352 | 71514449 | 99794728 |
| 4716 | 65299468 | 45776914 | 53682875 | 00332927 | 87507168 |
| 4717 | 79150304 | 39492998 | 79555582 | 58511752 | 06586574 |
| 4718 | 76687328 | 65765365 | 44850641 | 85445076 | 86573999 |
| 4719 | 97305348 | 04495207 | 88547589 | 48884452 | 61072619 |
| 4720 | 55115047 | 25478782 | 48972276 | 48457993 | 18897808 |
| 4721 | 87969004 | 86832889 | 64542642 | 36974867 | 39888213 |
| 4722 | 47062686 | 50548549 | 65758689 | 59695285 | 96825825 |
| 4723 | 21799996 | 09551609 | 67167557 | 45808086 | 18544675 |
| 4724 | 71456117 | 42578518 | 34576595 | 66159376 | 30208626 |
| 4725 | 04686127 | 36555046 | 09479665 | 78735628 | 07429290 |
| 4726 | 21484466 | 78463094 | 96886954 | 67561228 | 87847433 |
| 4727 | 65024802 | 95842565 | 85682036 | 99638665 | 16733451 |
| 4728 | 05925678 | 78519063 | 51449134 | 10897945 | 51997789 |
| 4729 | 59507266 | 99594767 | 58813595 | 62855366 | 74871263 |
| 4730 | 24583960 | 26625917 | 79662609 | 80923784 | 28159095 |
| 4731 | 52296653 | 87545357 | 65191914 | 30739567 | 32413684 |
| 4732 | 36826777 | 27928678 | 10122447 | 51759877 | 37238795 |
| 4733 | 70240551 | 52769456 | 33578777 | 72065470 | 16695801 |
| 4734 | 23570364 | 97819636 | 78624875 | 15693647 | 01279734 |
| 4735 | 78467855 | 02556199 | 80656586 | 76891837 | 18751035 |
| 4736 | 77624159 | 58986465 | 84452778 | 49789328 | 26855787 |
| 4737 | 26968476 | 79658176 | 48831968 | 41751996 | 23748741 |
| 4738 | 63068307 | 12673092 | 86361895 | 49845575 | 49946704 |
| 4739 | 45067586 | 21179447 | 56014682 | 80596994 | 94188055 |
| 4740 | 36278796 | 88258750 | 58414159 | 47359069 | 74544711 |
| 4741 | 59991447 | 14779573 | 44969895 | 77405473 | 78871504 |
| 4742 | 54867684 | 91460749 | 56958722 | 70898499 | 56176077 |
| 4743 | 67792752 | 79341849 | 97445494 | 51049421 | 75984824 |
| 4744 | 80776786 | 88196475 | 05857578 | 64026598 | 77416675 |
| 4745 | 04784485 | 70369527 | 67905985 | 74658242 | 74030747 |
| 4746 | 74500471 | 43258350 | 24532854 | 78577977 | 91966484 |
| 4747 | 05630780 | 26051955 | 38845954 | 98076398 | 64864646 |
| 4748 | 79167277 | 88598946 | 73767877 | 65251630 | 43724986 |
| 4749 | 86947771 | 91778786 | 50105999 | 96816979 | 28092685 |
| 4750 | 64363854 | 67779574 | 65408787 | 68174499 | 49670739 |
| 4751 | 89499496 | 45158044 | 68742714 | 49675860 | 73955446 |
| 4752 | 46748495 | 16959274 | 33181448 | 32515437 | 05581605 |
| 4753 | 66613189 | 41034491 | 85609876 | 79866874 | 68647587 |
| 4754 | 80677771 | 58167459 | 48285893 | 09840886 | 75034659 |
| 4755 | 59909504 | 58483666 | 44613416 | 47680002 | 48136597 |
| 4756 | 38467578 | 12654051 | 58663995 | 44146389 | 88506357 |
| 4757 | 69163017 | 88708177 | 74103221 | 00378814 | 34468583 |
| 4758 | 27960597 | 98989580 | 51049889 | 92393829 | 74934753 |
| 4759 | 88800897 | 88626947 | 21809269 | 35809529 | 88566954 |
| 4760 | 82894534 | 72549491 | 24932185 | 85649553 | 40156315 |
| 4761 | 58956699 | 78967944 | 84595498 | 79057327 | 78974975 |
| 4762 | 58345870 | 66511895 | 69255692 | 97545911 | 06981596 |
| 4763 | 05564574 | 46649494 | 89636085 | 69595291 | 89161680 |
| 4764 | 58586374 | 07789639 | 49907736 | 56988687 | 35955469 |
| 4765 | 06989975 | 84643634 | 93690555 | 86275555 | 52563277 |
| 4766 | 45075475 | 85215662 | 83687880 | 06613640 | 51576144 |
| 4767 | 85689821 | 35892974 | 57565272 | 77570096 | 40556659 |
| 4768 | 99535780 | 15029479 | 62999540 | 85506785 | 74582913 |
| 4769 | 10540958 | 69176182 | 95760499 | 84674627 | 69645538 |
| 4770 | 96756680 | 45474896 | 24132081 | 61688848 | 84761673 |
| 4771 | 93719380 | 68746289 | 55740127 | 94982688 | 40748572 |
| 4772 | 02894357 | 47579463 | 76546317 | 48683070 | 29386744 |
| 4773 | 06689934 | 42657393 | 97036754 | 68571467 | 57656853 |
| 4774 | 84658773 | 09083674 | 77585365 | 75915411 | 56690445 |
| 4775 | 80474352 | 74671598 | 56486854 | 25118869 | 65873556 |
| 4776 | 75766226 | 04665294 | 97781995 | 25908875 | 67616154 |
| 4777 | 96162010 | 93198837 | 98795581 | 90752697 | 53448476 |
| 4778 | 47111501 | 90262976 | 41594665 | 77498471 | 85869534 |
| 4779 | 74199449 | 54847874 | 35090684 | 97369989 | 68342957 |
| 4780 | 75589937 | 74664452 | 64775926 | 55103195 | 08594456 |
| 4781 | 92558170 | 89053452 | 54605992 | 42842950 | 98858265 |
| 4782 | 50361816 | 79669172 | 26989735 | 54970986 | 24788294 |
| 4783 | 73464754 | 22845575 | 04444948 | 86565660 | 78468564 |
| 4784 | 20681885 | 05489238 | 56168334 | 80281515 | 62956156 |
| 4785 | 88497154 | 24199866 | 48896874 | 79896089 | 51566949 |
| 4786 | 99497191 | 77044464 | 88934575 | 84469957 | 62844042 |
| 4787 | 16466768 | 08809468 | 73750141 | 64703885 | 36725618 |
| 4788 | 86674888 | 91761986 | 34776554 | 51664860 | 86747715 |
| 4789 | 39679774 | 47715447 | 46086995 | 57301505 | 06717155 |
| 4790 | 18759758 | 88290276 | 86748499 | 05721460 | 14755778 |
| 4791 | 83299885 | 84429755 | 58549578 | 27568928 | 45294794 |
| 4792 | 45657465 | 87955867 | 56969590 | 19998654 | 65049557 |
| 4793 | 51084617 | 47944705 | 40814607 | 54497814 | 06856486 |
| 4794 | 50679894 | 90061908 | 73738738 | 91895254 | 71328724 |
| 4795 | 59568685 | 76469461 | 44663427 | 96696352 | 54940877 |
| 4796 | 22658682 | 99666792 | 09879068 | 13287946 | 82757555 |
| 4797 | 66724551 | 82435985 | 58772762 | 62475565 | 60583359 |
| 4798 | 67993485 | 87657878 | 69405490 | 25672669 | 66866848 |
| 4799 | 67279983 | 80851867 | 74842984 | 79685892 | 98796690 |
| 4800 | 38356553 | 60385887 | 75049776 | 64439527 | 58855863 |
| 4801 | 73091741 | 47694981 | 74857272 | 68120746 | 78824667 |
| 4802 | 33583646 | 91593764 | 41448757 | 55664363 | 86294587 |
| 4803 | 86996156 | 56559069 | 59294186 | 09877939 | 56598972 |
| 4804 | 89357779 | 54930976 | 20254342 | 18197162 | 98759630 |
| 4805 | 55796656 | 94274496 | 65868899 | 90745019 | 60366534 |
| 4806 | 83574957 | 20595289 | 82465846 | 62165848 | 93567869 |
| 4807 | 38624894 | 36617828 | 78471593 | 84588179 | 29995206 |
| 4808 | 96545116 | 79845035 | 55877096 | 46862197 | 58638949 |
| 4809 | 66172009 | 76893342 | 88565867 | 61598494 | 68598554 |
| 4810 | 85696376 | 89094984 | 81078194 | 92594782 | 67777649 |
| 4811 | 92523832 | 44046855 | 99695734 | 82567486 | 84540794 |
| 4812 | 71459962 | 68894209 | 99136535 | 76402864 | 66529937 |
| 4813 | 82586666 | 80806848 | 55915598 | 34873295 | 79373565 |
| 4814 | 62780605 | 87787379 | 44959286 | 70367355 | 92543879 |
| 4815 | 65641620 | 33554289 | 54764999 | 72648247 | 95685379 |
| 4816 | 09844806 | 16765423 | 49516824 | 04428815 | 48996417 |
| 4817 | 78745837 | 98611804 | 21578155 | 54968855 | 60821482 |
| 4818 | 49245776 | 75257738 | 94374969 | 91067870 | 75366286 |
| 4819 | 74972059 | 85541478 | 75862072 | 87647806 | 16996436 |
| 4820 | 40454989 | 87473877 | 59659552 | 46959824 | 46999998 |
| 4821 | 78909086 | 91795738 | 46650197 | 89971278 | 93399702 |
| 4822 | 57676035 | 76149656 | 84665884 | 94567499 | 95764367 |
| 4823 | 51256493 | 42492557 | 94840489 | 55052348 | 67358644 |
| 4824 | 20594423 | 54167989 | 91746694 | 94730289 | 97321682 |
| 4825 | 49796786 | 38786422 | 39956456 | 54649546 | 42584176 |
| 4826 | 88257937 | 90432777 | 42557287 | 66199736 | 07459776 |
| 4827 | 99326005 | 49776848 | 16144664 | 02491444 | 02464789 |
| 4828 | 84286144 | 83560953 | 26789218 | 98717045 | 66825482 |
